#
#model:
#
#<?xml version="1.0" encoding="UTF-8" standalone="no"?><input id="posterior" spec="beast.core.util.CompoundDistribution">
#    <distribution id="prior" spec="beast.core.util.CompoundDistribution">
#        <prior id="lambdaPrior.defunct" name="distribution">
#            <parameter id="lambda" lower="0.0" name="x" spec="beast.core.parameter.RealParameter">0.01</parameter>
#            <OneOnX id="OneOnX.2" name="distr"/>
#        </prior>
#        <distribution id="snapprior.defunct" lambda="@lambda" spec="snap.likelihood.SnAPPrior">
#            <parameter estimate="false" id="alpha" lower="0.0" name="alpha" spec="beast.core.parameter.RealParameter">11.75</parameter>
#            <parameter estimate="false" id="beta" lower="0.0" name="beta" spec="beast.core.parameter.RealParameter">109.73</parameter>
#            <parameter estimate="false" id="kappa" lower="0.0" name="kappa" spec="beast.core.parameter.RealParameter">1.0</parameter>
#            <parameter id="coalescenceRate" name="coalescenceRate" spec="beast.core.parameter.RealParameter">10.0</parameter>
#            <tree clusterType="upgma" id="Tree.defunct" nodetype="snap.NodeData" spec="beast.util.ClusterTree">
#                <taxa dataType="integerdata" id="snap.defunct" spec="snap.Data">
#                    <taxonset id="alb" spec="beast.evolution.alignment.TaxonSet">
#                        <taxon id="T_albicilla_22611" spec="beast.evolution.alignment.Taxon"/>
#                    </taxonset>
#                    <taxonset id="chlor" spec="beast.evolution.alignment.TaxonSet">
#                        <taxon id="T_chloris_12584" spec="beast.evolution.alignment.Taxon"/>
#                    </taxonset>
#                    <taxonset id="col" spec="beast.evolution.alignment.TaxonSet">
#                        <taxon id="T_colonus_2003089" spec="beast.evolution.alignment.Taxon"/>
#                    </taxonset>
#                    <taxonset id="leuc" spec="beast.evolution.alignment.TaxonSet">
#                        <taxon id="T_leucopygius_32019" spec="beast.evolution.alignment.Taxon"/>
#                    </taxonset>
#                    <taxonset id="sanct" spec="beast.evolution.alignment.TaxonSet">
#                        <taxon id="T_sanctus_25117" spec="beast.evolution.alignment.Taxon"/>
#                    </taxonset>
#                    <taxonset id="saur" spec="beast.evolution.alignment.TaxonSet">
#                        <taxon id="T_saurophagus_27804" spec="beast.evolution.alignment.Taxon"/>
#                    </taxonset>
#                    <taxonset id="sord" spec="beast.evolution.alignment.TaxonSet">
#                        <taxon id="T_sordidus_B33720" spec="beast.evolution.alignment.Taxon"/>
#                    </taxonset>
#                    <taxonset id="tris" spec="beast.evolution.alignment.TaxonSet">
#                        <taxon id="T_tristrami_27752" spec="beast.evolution.alignment.Taxon"/>
#                    </taxonset>
#                </taxa>
#                <parameter id="RealParameter.0" lower="0.0" name="clock.rate" spec="beast.core.parameter.RealParameter" upper="0.0">1.0</parameter>
#            </tree>
#        </distribution>
#        <prior id="uPrior.defunct" name="distribution">
#            <parameter id="u" lower="0.0" name="x" spec="beast.core.parameter.RealParameter">1.0</parameter>
#            <OneOnX id="OneOnX.4" name="distr"/>
#        </prior>
#        <prior id="vPrior.defunct" name="distribution">
#            <parameter id="v" lower="0.0" name="x" spec="beast.core.parameter.RealParameter">1.0</parameter>
#            <OneOnX id="OneOnX.5" name="distr"/>
#        </prior>
#    </distribution>
#    <distribution id="likelihood" spec="beast.core.util.CompoundDistribution">
#        <distribution data="@snap.defunct" id="treeLikelihood.defunct" non-polymorphic="false" pattern="coalescenceRate" spec="snap.likelihood.SnAPTreeLikelihood" tree="@Tree.defunct">
#            <siteModel id="MutationSiteModel.defunct" spec="beast.evolution.sitemodel.SiteModel">
#                <parameter estimate="false" id="mutationRate" name="mutationRate" spec="beast.core.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="shape" name="shape" spec="beast.core.parameter.RealParameter">2.0</parameter>
#                <parameter estimate="false" id="proportionInvariant" name="proportionInvariant" spec="beast.core.parameter.RealParameter">0.0</parameter>
#                <substModel coalescenceRate="@coalescenceRate" id="MutationModel" mutationRateU="@u" mutationRateV="@v" spec="snap.likelihood.SnapSubstitutionModel"/>
#            </siteModel>
#        </distribution>
#    </distribution>
#</input>
#
Sample	posterior	likelihood	prior	u	v	theta0	theta1	theta2	theta3	theta4	theta5	theta6	theta7	theta8	theta9	theta10	theta11	theta12	theta13	theta14	TreeHeightLogger
0	-2535.8342822474337	-1738.631160842215	-797.2031214052187	1.0	1.0	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.33355780354414216
1000	-2126.8206730077013	-1385.5405084046972	-741.2801646030042	7.9846444336728535	0.53340172031089	0.12067562583778683	0.09950389848646539	0.1482779245077341	0.1529904935882092	0.18739778040844127	0.08555869954451349	0.10614182190540984	0.11092639109133443	0.07764712401981594	0.06888766861048647	0.1097749235408087	0.09003804630645994	0.054817344534805704	0.06731411407971147	0.11863435938210481	0.1305141891701275
2000	-2130.0852589475835	-1382.350061638964	-747.7351973086193	8.865454838760824	0.5298848066027014	0.2603677208086258	0.052621373597581615	0.10974838560398685	0.15234648244194568	0.1807381629630061	0.0745831212822524	0.07842111020196477	0.10708964227544904	0.055957138697817085	0.09799525336762382	0.09575885277767493	0.1464246957678839	0.1549191786436351	0.039531465735130875	0.1494955530984748	0.09010114080547767
3000	-2130.6960071353647	-1383.9771805014345	-746.71882663393	8.172878659250964	0.5325822955245855	0.11955061537918374	0.052490474898249595	0.14566058152471337	0.17064575325748127	0.14795564577530623	0.07765454885577888	0.06922722728704321	0.08382330982710846	0.045833887457113316	0.08842599168974095	0.04090421953415267	0.19829496808912692	0.07405354103273593	0.13748284439864875	0.11626449942913	0.0873824503198258
4000	-2121.4663274716495	-1381.2949008699368	-740.1714266017128	8.967489536655128	0.5295246895691773	0.1436753281646912	0.08316242244530268	0.07640050931422855	0.11105580638449981	0.13325831424798956	0.09693593880097488	0.12558396106528866	0.08630359756094179	0.02439671892078343	0.11908326289474398	0.1336154465186419	0.0975656041600001	0.10740643163951263	0.0873246662905975	0.09218458947939842	0.1239620363655956
5000	-2119.1579447665295	-1376.967765714186	-742.1901790523434	7.1424019340385225	0.5376369877165807	0.1238415284093201	0.09296685005581445	0.06226660151928732	0.16316230388299335	0.17069560309001106	0.131422298256646	0.07398977462929772	0.09701683808689902	0.05000734095461362	0.07932235628851073	0.06068122597077084	0.10865022641173733	0.15790980197488444	0.0707900539705892	0.19242517840989962	0.12394880349077565
6000	-2117.1347635043094	-1380.8937808881394	-736.2409826161697	11.28649378850197	0.5231771328943323	0.09374327354470822	0.1148584857653921	0.06659536977326741	0.12200019857871304	0.12317517854396136	0.08638760176054819	0.06692480126836758	0.13203020440949725	0.04297920698090725	0.07831957653346767	0.09530604310583204	0.1425341858645346	0.15121355411478682	0.09775976925369784	0.10548513398040815	0.08413556799286043
7000	-2124.1498334028674	-1379.0036205017234	-745.1462129011443	9.852231790771238	0.5267315872396041	0.10347593325528398	0.07841050663810253	0.0400379988166018	0.16254304422747345	0.16129717579501598	0.11891891827968355	0.09103964453437602	0.06149498081801173	0.038576629493876365	0.08418619893423347	0.09744764573282508	0.17470110460741006	0.10677940175465628	0.12057166879620915	0.18097402708299457	0.09617131887968154
8000	-2124.754677174925	-1387.9929734141856	-736.7617037607394	7.936309807410454	0.533618825260732	0.08605290285617144	0.08963942408382433	0.07478917520794442	0.11302155326462285	0.18078598264463003	0.11273657243623293	0.09966137686947274	0.10352532666483982	0.07196971271853655	0.09686437076153841	0.06684555301803487	0.0894867251086183	0.11905688786701517	0.05408163063882967	0.10896168719575013	0.12571697660212844
9000	-2124.4351981623204	-1381.0765896512269	-743.3586085110936	9.847562272338944	0.5267449408430039	0.09074660340690117	0.06971938186990831	0.09042901729997906	0.13074118539336638	0.11833264273870532	0.06754734490126513	0.058595071714092194	0.10078366166911831	0.03759919261021731	0.08965847339865106	0.09449491677571023	0.18861984997933381	0.07911671825911414	0.05626942503763937	0.13756190936068846	0.0718267394175287
10000	-2126.1387384507084	-1383.8682478068229	-742.2704906438855	8.957235060229966	0.5295604885307754	0.08252019089145124	0.11882812184569401	0.0494202014334955	0.10897370650899461	0.12942156248813846	0.09502087309015048	0.09881972356353551	0.1383847043266205	0.03403689582123828	0.18075826761113534	0.14831150553919908	0.12793668312579773	0.060653384782066125	0.10340652049840186	0.20545264248025377	0.05361519079171143
